Date,Open,High,Low,Close,Volume
2023-05-01,4166.79,4186.92,4164.12,4167.87,2224868817
2023-05-02,4164.1,4164.1,4089.72,4119.58,2648056928
2023-05-03,4122.25,4148.3,4088.86,4090.75,2576228540
2023-05-04,4082.55,4082.61,4048.28,4061.22,2878155272
2023-05-05,4084.73,4147.02,4084.73,4136.25,2466850794
2023-05-08,4136.98,4142.3,4123.81,4138.12,2114263205
2023-05-09,4124.25,4130.35,4116.65,4119.17,2062396327
2023-05-10,4143.74,4154.28,4098.92,4137.64,2341053558
2023-05-11,4132.24,4132.8,4109.29,4130.62,2245650154
2023-05-12,4138.54,4143.74,4099.12,4124.08,2076453332
2023-05-15,4126.65,4141.25,4110.27,4136.28,2051963971
2023-05-16,4127.95,4135.54,4109.86,4109.9,2204940543
2023-05-17,4122.85,4164.67,4113.62,4158.77,2448302781
2023-05-18,4157.68,4202.2,4153.5,4198.05,2416803411
2023-05-19,4204.15,4212.91,4180.2,4191.98,2350593331
2023-05-22,4190.78,4209.22,4179.68,4192.63,2222520734
2023-05-23,4176.8,4185.68,4142.54,4145.58,2437496305
2023-05-24,4132.96,4132.96,4103.98,4115.24,2295840859
2023-05-25,4155.71,4165.74,4129.73,4151.28,2827444614
2023-05-26,4156.16,4212.87,4156.16,4205.45,2591254017
2023-05-30,4226.71,4231.1,4192.18,4205.52,2568042721
2023-05-31,4190.74,4195.44,4166.15,4179.83,4396247534
2023-06-01,4183.03,4232.43,4171.64,4221.02,2593535081
2023-06-02,4241.01,4290.67,4241.01,4282.37,2727572445
2023-06-05,4282.99,4299.28,4266.82,4273.79,2188378526
2023-06-06,4271.34,4288.33,4263.09,4283.85,2246423347
2023-06-07,4285.47,4299.19,4263.96,4267.52,2720308985
2023-06-08,4268.69,4298.01,4261.07,4293.93,2225615199
2023-06-09,4304.88,4322.62,4291.7,4298.86,2136702819
2023-06-12,4308.32,4340.13,4304.37,4338.93,2453364699
2023-06-13,4352.61,4375.37,4349.31,4369.01,2543848564
2023-06-14,4366.29,4391.82,4337.85,4372.59,2632647795
2023-06-15,4365.33,4439.2,4362.6,4425.84,2574876443
2023-06-16,4440.95,4448.47,4407.44,4409.59,4185054291
2023-06-20,4396.11,4400.15,4367.19,4388.71,2438264940
2023-06-21,4380.01,4386.22,4360.14,4365.69,2342110707
2023-06-22,4355.4,4382.25,4351.82,4381.89,2101340593
2023-06-23,4354.17,4366.55,4341.34,4348.33,3062977301
2023-06-26,4344.84,4362.06,4328.08,4328.82,2249250625
2023-06-27,4337.36,4384.42,4335,4378.41,2289549269
2023-06-28,4367.48,4390.35,4360.22,4376.86,2283456075
2023-06-29,4374.94,4398.39,4371.97,4396.44,2158939109
2023-06-30,4422.44,4458.48,4422.44,4450.38,2491966612
2023-07-03,4450.48,4456.46,4442.29,4455.59,1236150700
2023-07-05,4442.04,4454.06,4436.61,4446.82,2115015525
2023-07-06,4422.62,4422.62,4385.05,4411.59,2224381526
2023-07-07,4404.54,4440.39,4397.4,4398.95,2111125773
2023-07-10,4394.23,4412.6,4389.92,4409.53,2168941075
2023-07-11,4415.55,4443.64,4408.46,4439.26,2129927844
2023-07-12,4467.69,4488.34,4463.23,4472.16,2330249912
2023-07-13,4491.5,4517.38,4489.36,4510.04,2254150794
2023-07-14,4514.61,4527.76,4499.56,4505.42,2379047405
2023-07-17,4508.86,4532.85,4504.9,4522.79,2359710601
2023-07-18,4521.78,4562.3,4514.59,4554.98,2538849602
2023-07-19,4563.87,4578.43,4557.48,4565.72,2597461645
2023-07-20,4554.38,4564.74,4527.56,4534.87,2595426819
2023-07-21,4550.16,4555,4535.79,4536.34,3277670172
2023-07-24,4543.39,4563.41,4541.29,4554.64,2156130111
